[20:06:37] [main/INFO]: ModLauncher running: args [--username, Volixia666, --version, forge-47.2.0, --gameDir, C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2), --assetsDir, C:\Users\olivi\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, c5e41b1aa38e4d12a80578b67734a038, --accessToken, ????????, --clientId, NTQwNjViMDUtZDkzNy00M2U1LWIzMTQtNWFkYWVlNTExNDIx, --xuid, 2535421912994388, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\olivi\curseforge\minecraft\Install\quickPlay\java\1713143194986.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:06:37] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[20:06:39] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[20:06:39] [main/INFO]: Trying GL version 4.6
[20:06:39] [main/INFO]: Requested GL version 4.6 got version 4.6
[20:06:39] [main/INFO]: Redirector CoreMod initialized successfully!
[20:06:39] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 536.99, NVIDIA Corporation
[20:06:39] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/olivi/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 0 skipped entries ...
[20:06:39] [main/INFO]: ? No need to update client side mods config file C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\config\adaptive_performance_tweaks\client_side_mods.list
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 3 skipped entries ...
[20:06:39] [main/INFO]: [Mod Optimizer] ? init with game dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2) and mods dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for target CLIENT
[20:06:39] [main/INFO]: [Mod Optimizer] ? Optimizing Duplicated Mods ...
[20:06:39] [main/INFO]: [Duplicated Mods] checking ~212 mods in C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for duplication with file extension .jar ...
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/moonlight/api/platform/RegHelper$VariantType
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:team_data_changed
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/3a94cae7336038df9152bcb7b4b94825
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/3a94cae7336038df9152bcb7b4b94825
[20:07:02] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilingResult
[20:07:02] [modloading-worker-0/INFO]: Redirecting observable/net/S2CPacket$Availability
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:task_screen_config_req
[20:07:02] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$Availability
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:task_screen_config_resp
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_progress
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_object
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_object_response
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_task_at
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/c86a824e756d312396d1ba30e943e6aa
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/c86a824e756d312396d1ba30e943e6aa
[20:07:02] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$Availability
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:delete_object
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:delete_object_response
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/supermartijn642/additionallanterns/LanternMaterial
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:edit_object
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:edit_object_response
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/StoneCutterManager
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/SmokerRecipeManager
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter
[20:07:02] [modloading-worker-0/INFO]: IOLAYER engine has started initialization!
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/SmithingRecipeManager
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/supermartijn642/additionallanterns/LanternColor
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_response
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/GenericRecipesManager
[20:07:02] [modloading-worker-0/INFO]: IOLAYER engine has finished initialization!
[20:07:02] [modloading-worker-0/INFO]: METADATALAYER engine has started initialization!
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_quest
[20:07:02] [modloading-worker-0/INFO]: Annotation Strategy has been started: strategy - SimpleAnnotationScanStrategy, class - ExtraCompat
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_quest_response
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/FurnaceRecipeManager
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/waystones/config/DimensionalWarp
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/CraftingTableRecipeManager
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_chapter_group
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/waystones/config/WorldGenStyle
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/CampFireRecipeManager
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/waystones/worldgen/namegen/NameGenerationMode
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:change_chapter_group_response
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/manager/BlastFurnaceRecipeManager
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter_group
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_group_response
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/recipe/MirrorAxis
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_reward_blocking
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_quest
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/loot/table/LootTableManager
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/loot/modifier/LootModifierManager
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_chapter_image
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:sync_structures_request
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_structures_response
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:request_team_data
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editor_permission
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:open_quest_book
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/loot/LootManager
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:clear_display_cache
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbquests/FTBQuestsEventHandler
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/moonlight/api/platform/network/NetworkDir
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/type/IIngredientEmpty
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/p3pp3rf1y/sophisticatedstorage/item/StorageToolItem$Mode
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/pathfinder/BlockPathTypes
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/minecraft/server/packs/repository/Pack$Position
[20:07:02] [modloading-worker-0/INFO]: DefaultSettings found correct version of JCPlugin, starting up...
[20:07:02] [modloading-worker-0/INFO]: Redirecting vectorwing/farmersdelight/client/recipebook/CookingPotRecipeBookTab
[20:07:02] [modloading-worker-0/WARN]: Couldn't restore the server config as it's not included
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftblibrary/config/Tristate
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[20:07:02] [modloading-worker-0/INFO]: Registering Adaptive Performance Tweaks: Player common config ...
[20:07:02] [modloading-worker-0/INFO]: METADATALAYER engine has finished initialization!
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/FTBChunksAPIImpl
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_map_data
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_all_chunks
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/kubejs/util/LogType
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:login_data
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/craftingtweaks/config/CraftingTweaksMode
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/net/RequestChunkChangePacket$ChunkChangeOp
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/api/ClaimResult$StandardProblem
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_chunk_change
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_chunk
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/zencode/ZenTypeInfo$TypeKind
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_general_data
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:teleport_from_map
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:player_death
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_visible_player_list
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:sync_tx
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:sync_rx
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:loaded_chunk_view
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_player_position
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:update_force_load_expiry
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:server_config_request
[20:07:02] [modloading-worker-0/INFO]: Loading Rhino Minecraft remapper...
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/rhino/mod/util/RhinoProperties
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:server_config_response
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:chunk_change_response
[20:07:02] [modloading-worker-0/INFO]: Rhino properties loaded.
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:request_block_color
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:add_waypoint
[20:07:02] [modloading-worker-0/INFO]: Loading mappings for 1.20.1
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/knavesneeds/compat/ToolMaterialCompat
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/balm/api/client/keymappings/KeyConflictContext
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/balm/api/client/keymappings/KeyModifier
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/client/FTBChunksClient
[20:07:02] [modloading-worker-0/INFO]: Registering C2S receiver with id gardens_of_the_dead:networking_channel/bc2f24ca5d503301bb3abf7b928d614e
[20:07:02] [modloading-worker-0/INFO]: Registering S2C receiver with id gardens_of_the_dead:networking_channel/bc2f24ca5d503301bb3abf7b928d614e
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/silentchaos512/lib/item/ILeftClickItem$ClickType
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/client/map/MapMode
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/client/map/BiomeBlendMode
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/client/MinimapPosition
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/client/MinimapBlurMode
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbchunks/client/MinimapPosition$MinimapOffsetConditional
[20:07:02] [modloading-worker-0/INFO]: Done in 0.154 s
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/data/IData$Type
[20:07:02] [modloading-worker-0/INFO]: Redirecting org/openzen/zencode/java/ZenCodeType$OperatorType
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/rhino/TopLevel$Builtins
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/rhino/TopLevel$NativeErrors
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/rhino/ScriptableObject$SlotAccess
[20:07:02] [modloading-worker-0/INFO]: Initializing TerraBlender underground biome compat
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/rhino/MemberType
[20:07:02] [modloading-worker-0/INFO]: Redirecting org/openzen/zenscript/codemodel/OperatorType
[20:07:02] [modloading-worker-0/INFO]: Redirecting org/openzen/zenscript/codemodel/type/BasicTypeID
[20:07:02] [modloading-worker-0/INFO]: Redirecting org/violetmoon/zeta/multiloader/Env
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/inventory/ClickType
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/smashingmods/chemlib/api/MatterState
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/smashingmods/chemlib/api/MetalType
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/moonlight/api/platform/PlatHelper$Platform
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/ingredient/transform/serializer/TransformerReuseSerializer
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/blocks/BlackboardBlock$UseMode
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/rhino/ES6Generator$State
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/configs/CommonConfigs$Hands
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/entities/BombEntity$BreakingMode
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/configs/CommonConfigs$DeathMarkerMode
[20:07:02] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/rhino/NativeCollectionIterator$Type
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/smashingmods/chemlib/api/ChemicalItemType
[20:07:02] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/api/event/Phase
[20:07:02] [modloading-worker-0/INFO]: Redirecting org/violetmoon/quark/base/client/handler/InventoryButtonHandler$ButtonTargetType
[20:07:02] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/configs/ClientConfigs$GraphicsFanciness
[20:07:02] [modloading-worker-0/INFO]: Loaded config file.
[20:07:02] [modloading-worker-0/INFO]: Saved config file.
[20:07:03] [modloading-worker-0/INFO]: Packet Fixer has been initialized successfully
[20:07:03] [modloading-worker-0/INFO]: ExpandAbility here, who dis?
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/ModBlockProperties$Topping
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/darkhax/openloader/packs/RepoType
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/ModBlockProperties$Winding
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/ModBlockProperties$PostType
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/ModBlockProperties$RakeDirection
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/ModBlockProperties$DisplayStatus
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/ModBlockProperties$Rune
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/block/ModBlockProperties$Bunting
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/client/renderers/entities/layers/QuiverLayer$QuiverMode
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/mehvahdjukaar/supplementaries/common/network/ClientBoundParticlePacket$EventType
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/level/storage/loot/functions/CopyNameFunction$NameSource
[20:07:03] [modloading-worker-0/INFO]: Redirecting daripher/skilltree/skill/bonus/condition/item/PotionCondition$Type
[20:07:03] [modloading-worker-0/INFO]: Redirecting top/theillusivec4/curios/api/type/capability/ICurio$DropRule
[20:07:03] [modloading-worker-0/INFO]: Redirecting dev/latvian/mods/kubejs/util/RotationAxis
[20:07:03] [modloading-worker-0/INFO]: Redirecting daripher/skilltree/skill/bonus/player/LootDuplicationBonus$LootType
[20:07:03] [modloading-worker-0/INFO]: Discovered 163 modules to load.
[20:07:03] [modloading-worker-0/INFO]: Constructing module Abacus...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Adjustable Chat...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Ambient Discs...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Ancient Tomes...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Ancient Wood...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Armed Armor Stands...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Auto Walk Keybind...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Automatic Recipe Unlock...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Automatic Tool Restock...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Azalea Wood...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Back Button Keybind...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Backpack...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Beacon Redirection...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Better Elytra Rocket...
[20:07:03] [modloading-worker-0/INFO]: Redirecting net/minecraft/client/Minecraft$ChatStatus
[20:07:03] [modloading-worker-0/INFO]: Constructing module Big Stone Clusters...
[20:07:03] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/mods/adpother/init/Fuels$BuiltInFuels
[20:07:03] [modloading-worker-0/INFO]: Redirecting daripher/skilltree/client/hud/QuiverHud
[20:07:03] [modloading-worker-0/INFO]: Constructing module Blossom Trees...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Bottled Cloud...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Buckets Show Inhabitants...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Camera...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Campfires Boost Elytra...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Celebratory Lamps...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Chains Connect Blocks...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Chest Searching...
[20:07:03] [modloading-worker-0/INFO]: Redirecting com/hollingsworth/arsnouveau/common/network/PacketHotkeyPressed$Key
[20:07:03] [modloading-worker-0/INFO]: Constructing module Chorus Vegetation...
[20:07:03] [modloading-worker-0/INFO]: Redirecting com/hollingsworth/arsnouveau/client/gui/radial_menu/SecondaryIconPosition
[20:07:03] [modloading-worker-0/INFO]: Constructing module Chute...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Climate Control Remover...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Color Runes...
[20:07:03] [modloading-worker-0/INFO]: Redirecting org/violetmoon/quark/content/tools/base/RuneColor
[20:07:03] [modloading-worker-0/INFO]: Constructing module Compasses Work Everywhere...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Compressed Blocks...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Coral On Cactus...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Corundum...
[20:07:03] [modloading-worker-0/INFO]: Redirecting com/blamejared/crafttweaker/impl/network/message/ClientMessages
[20:07:03] [modloading-worker-0/INFO]: Constructing module Crabs...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Crafter...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Crate...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Diamond Repair...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Dispensers Place Blocks...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Double Door Opening...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Dragon Scales...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Duskbound Blocks...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Dyeable Item Frames...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Easy Transfering...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Elytra Indicator...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Emotes...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Enchantment Predicates...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Enchantments Begone...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Ender Watcher...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Endermosh Music Disc...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Enhanced Ladders...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Expanded Item Interactions...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Fairy Rings...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Fallen Logs...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Feeding Trough...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Forgotten...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Foxhound...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Framed Glass...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Game Nerfs...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Glass Item Frame...
[20:07:03] [modloading-worker-0/INFO]: Redirecting com/almostreliable/lootjs/core/LootContextType
[20:07:03] [modloading-worker-0/INFO]: Constructing module Glass Shard...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Glimmering Weald...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Gold Bars...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Gold Tools Have Fortune...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Grab Chickens...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Grate...
[20:07:03] [modloading-worker-0/INFO]: Added bindings for script type STARTUP from mod 'almostunified': [AlmostUnified]
[20:07:03] [modloading-worker-0/INFO]: Constructing module Gravisand...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Greener Grass...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Hedges...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Hoe Harvesting...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Hollow Logs...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Horses Swim...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Hotbar Changer...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Improved Sponges...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Improved Tooltips...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Industrial Palette...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Inventory Sorting...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Iron Rod...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Item Sharing...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Japanese Palette...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Leaf Carpet...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Lock Rotation...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Long Range Pick Block...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Magma Keeps Concrete Powder...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Magnets...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Map Washing...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Matrix Enchanting...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Metal Buttons...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Microcrafting Helper...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Midori...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Monster Box...
[20:07:03] [modloading-worker-0/INFO]: Constructing module More Banner Layers...
[20:07:03] [modloading-worker-0/INFO]: Constructing module More Brick Types...
[20:07:03] [modloading-worker-0/INFO]: Constructing module More Mud Blocks...
[20:07:03] [modloading-worker-0/INFO]: Constructing module More Note Block Sounds...
[20:07:03] [modloading-worker-0/INFO]: Constructing module More Potted Plants...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Narrator Readout...
[20:07:03] [modloading-worker-0/INFO]: Constructing module Nether Brick Fence Gate...
